ecosystem,packageName,requestedVersion,version,name,displayName,description,recipeCount,category1,category2,category3,category4,category1Description,category2Description,category3Description,category4Description,options
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.ReplaceConditionNotifyAll,Replace `Condition.notifyAll()` with `Condition.notify_all()`,Replace `notifyAll()` method calls with `notify_all()`. The camelCase version was deprecated in Python 3.10 and removed in 3.12.,1,,Python 3.10,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.ReplaceConfigparserReadfp,Replace `ConfigParser.readfp()` with `read_file()`,The `ConfigParser.readfp()` method was deprecated in Python 3.2 and removed in Python 3.13. Replace with `read_file()`.,1,,Python 3.13,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.ReplaceConfigparserSafeConfigParser,Replace `configparser.SafeConfigParser` with `ConfigParser`,The `configparser.SafeConfigParser` class was deprecated in Python 3.2 and removed in Python 3.12. Replace with `configparser.ConfigParser`.,1,,Python 3.12,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.ReplaceDatetimeUtcFromTimestamp,"Replace `datetime.utcfromtimestamp()` with `datetime.fromtimestamp(ts, UTC)`","The `datetime.utcfromtimestamp()` method is deprecated in Python 3.12. Replace it with `datetime.fromtimestamp(ts, datetime.UTC)` for timezone-aware datetime objects.",1,,Python 3.12,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.ReplaceDatetimeUtcNow,Replace `datetime.utcnow()` with `datetime.now(UTC)`,The `datetime.utcnow()` method is deprecated in Python 3.12. Replace it with `datetime.now(datetime.UTC)` for timezone-aware datetime objects.,1,,Python 3.12,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.ReplaceDistutilsVersion,Replace deprecated distutils.version usage,Detect usage of deprecated `distutils.version.LooseVersion` and `distutils.version.StrictVersion`. These should be migrated to `packaging.version.Version`. Note: Manual migration is required as `packaging.version.Version` is not a drop-in replacement.,1,,Python 3.12,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.ReplaceElementGetchildren,Replace `Element.getchildren()` with `list(element)`,Replace `getchildren()` with `list(element)` on XML Element objects. Deprecated in Python 3.9.,1,,Python 3.9,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.ReplaceElementGetiterator,Replace `Element.getiterator()` with `Element.iter()`,Replace `getiterator()` with `iter()` on XML Element objects. The getiterator() method was deprecated in Python 3.9.,1,,Python 3.9,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.ReplaceEventIsSet,Replace `Event.isSet()` with `Event.is_set()`,Replace `isSet()` method calls with `is_set()`. The camelCase version was deprecated in Python 3.10 and removed in 3.12.,1,,Python 3.10,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.ReplaceGettextDeprecations,Replace deprecated gettext l*gettext() functions,Replace deprecated gettext functions like `lgettext()` with their modern equivalents like `gettext()`. The l*gettext() functions were removed in Python 3.11.,1,,Python 3.11,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.ReplaceHtmlParserUnescape,Replace `HTMLParser.unescape()` with `html.unescape()`,`HTMLParser.unescape()` was removed in Python 3.9. Use `html.unescape()` instead.,1,,Python 3.9,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.ReplaceLocaleResetlocale,"Replace `locale.resetlocale()` with `locale.setlocale(LC_ALL, '')`","The `locale.resetlocale()` function was deprecated in Python 3.11 and removed in Python 3.13. Replace with `locale.setlocale(locale.LC_ALL, '')`.",1,,Python 3.11,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.ReplacePercentFormatWithFString,Replace `%` formatting with f-string,Replace `"..." % (...)` expressions with f-strings (Python 3.6+). Only converts `%s` and `%r` specifiers where the format string is a literal and the conversion is safe.,1,,Python 3.6,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.ReplacePkgutilFindLoader,Replace `pkgutil.find_loader()` with `importlib.util.find_spec()`,"The `pkgutil.find_loader()` function was deprecated in Python 3.12. Replace with `importlib.util.find_spec()`. Note: returns ModuleSpec, use .loader for loader.",1,,Python 3.12,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.ReplacePkgutilGetLoader,Replace `pkgutil.get_loader()` with `importlib.util.find_spec()`,"The `pkgutil.get_loader()` function was deprecated in Python 3.12. Replace with `importlib.util.find_spec()`. Note: returns ModuleSpec, use .loader for loader.",1,,Python 3.12,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.ReplacePlatformPopen,Replace `platform.popen()` with `subprocess.check_output()`,"`platform.popen()` was removed in Python 3.8. Use `subprocess.check_output(cmd, shell=True)` instead. Note: this rewrites call sites but does not manage imports.",1,,Python 3.8,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.ReplaceReTemplate,Replace `re.template()` with `re.compile()` and flag `re.TEMPLATE`/`re.T`,`re.template()` was deprecated in Python 3.11 and removed in 3.13. Calls are auto-replaced with `re.compile()`. `re.TEMPLATE`/`re.T` flags have no direct replacement and are flagged for manual review.,1,,Python 3.11,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.ReplaceStrFormatWithFString,Replace `str.format()` with f-string,Replace `"...".format(...)` calls with f-strings (Python 3.6+). Only converts cases where the format string is a literal and the conversion is safe.,1,,Python 3.6,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.ReplaceSysLastExcInfo,Replace `sys.last_type` / `sys.last_value` / `sys.last_traceback` with `sys.last_exc`,"`sys.last_type`, `sys.last_value`, and `sys.last_traceback` were deprecated in Python 3.12. Replace them with their `sys.last_exc`-based equivalents: `type(sys.last_exc)`, `sys.last_exc`, and `sys.last_exc.__traceback__` respectively.",1,,Python 3.12,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.ReplaceTarfileFilemode,Replace `tarfile.filemode` with `stat.filemode`,`tarfile.filemode` was removed in Python 3.8. Use `stat.filemode()` instead.,1,,Python 3.8,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.ReplaceThreadGetName,Replace `Thread.getName()` with `Thread.name`,"Replace `getName()` method calls with the `name` property. Deprecated in Python 3.10, removed in 3.12.",1,,Python 3.10,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.ReplaceThreadIsAlive,Replace `Thread.isAlive()` with `Thread.is_alive()`,Replace `isAlive()` method calls with `is_alive()`. Deprecated in Python 3.1 and removed in 3.9.,1,,Python 3.9,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.ReplaceThreadIsDaemon,Replace `Thread.isDaemon()` with `Thread.daemon`,"Replace `isDaemon()` method calls with the `daemon` property. Deprecated in Python 3.10, removed in 3.12.",1,,Python 3.10,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.ReplaceThreadSetDaemon,Replace `Thread.setDaemon()` with `Thread.daemon = ...`,"Replace `setDaemon()` method calls with `daemon` property assignment. Deprecated in Python 3.10, removed in 3.12.",1,,Python 3.10,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.ReplaceThreadSetName,Replace `Thread.setName()` with `Thread.name = ...`,"Replace `setName()` method calls with `name` property assignment. Deprecated in Python 3.10, removed in 3.12.",1,,Python 3.10,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.ReplaceThreadingActiveCount,Replace `threading.activeCount()` with `threading.active_count()`,Replace `threading.activeCount()` with `threading.active_count()`. The camelCase version was deprecated in Python 3.10 and removed in 3.12.,1,,Python 3.10,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.ReplaceThreadingCurrentThread,Replace `threading.currentThread()` with `threading.current_thread()`,Replace `threading.currentThread()` with `threading.current_thread()`. The camelCase version was deprecated in Python 3.10 and removed in 3.12.,1,,Python 3.10,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.ReplaceTypingCallableWithCollectionsAbcCallable,Replace `typing.Callable` with `collections.abc.Callable`,PEP 585 deprecated `typing.Callable` in Python 3.9. Replace with `collections.abc.Callable` for type annotations.,3,,Python 3.9,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.ReplaceTypingDictWithDict,Replace `typing.Dict` with `dict`,PEP 585 deprecated `typing.Dict` in Python 3.9. Replace with the built-in `dict` type for generic annotations.,1,,Python 3.9,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.ReplaceTypingListWithList,Replace `typing.List` with `list`,PEP 585 deprecated `typing.List` in Python 3.9. Replace with the built-in `list` type for generic annotations.,1,,Python 3.9,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.ReplaceTypingOptionalWithUnion,Replace `typing.Optional[X]` with `X | None`,PEP 604 introduced the `|` operator for union types in Python 3.10. Replace `Optional[X]` with the more concise `X | None` syntax.,1,,Python 3.10,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.ReplaceTypingSetWithSet,Replace `typing.Set` with `set`,PEP 585 deprecated `typing.Set` in Python 3.9. Replace with the built-in `set` type for generic annotations.,1,,Python 3.9,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.ReplaceTypingText,Replace `typing.Text` with `str`,`typing.Text` is deprecated as of Python 3.11. It was an alias for `str` for Python 2/3 compatibility. Replace with `str`.,1,,Python 3.11,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.ReplaceTypingTupleWithTuple,Replace `typing.Tuple` with `tuple`,PEP 585 deprecated `typing.Tuple` in Python 3.9. Replace with the built-in `tuple` type for generic annotations.,1,,Python 3.9,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.ReplaceTypingUnionWithPipe,"Replace `typing.Union[X, Y]` with `X | Y`","PEP 604 introduced the `|` operator for union types in Python 3.10. Replace `Union[X, Y, ...]` with the more concise `X | Y | ...` syntax.",1,,Python 3.10,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.ReplaceUnittestDeprecatedAliases,Replace deprecated unittest method aliases,Replace deprecated unittest.TestCase method aliases like `assertEquals` with their modern equivalents like `assertEqual`. These aliases were removed in Python 3.11/3.12.,1,,Python 3.11,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.UpgradeToPython310,Upgrade to Python 3.10,Migrate deprecated APIs and adopt new syntax for Python 3.10 compatibility. This includes adopting PEP 604 union type syntax (`X | Y`) and other modernizations between Python 3.9 and 3.10.,120,,,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.UpgradeToPython311,Upgrade to Python 3.11,"Migrate deprecated and removed APIs for Python 3.11 compatibility. This includes handling removed modules, deprecated functions, and API changes between Python 3.10 and 3.11.",133,,,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.UpgradeToPython312,Upgrade to Python 3.12,Migrate deprecated and removed APIs for Python 3.12 compatibility. This includes detecting usage of the removed `imp` module and other legacy modules that were removed in Python 3.12.,151,,,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.UpgradeToPython313,Upgrade to Python 3.13,"Migrate deprecated and removed APIs for Python 3.13 compatibility. This includes detecting usage of modules removed in PEP 594 ('dead batteries'), other API changes between Python 3.12 and 3.13, and bumping third-party dependencies (`ruff`, `avro-python3`) whose pinned releases do not install cleanly on Python 3.13.",175,,,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.UpgradeToPython314,Upgrade to Python 3.14,Migrate deprecated and removed APIs for Python 3.14 compatibility. This includes replacing deprecated AST node types with `ast.Constant` and other API changes between Python 3.13 and 3.14.,187,,,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.UpgradeToPython38,Upgrade to Python 3.8,Migrate deprecated APIs and detect legacy patterns for Python 3.8 compatibility.,17,,,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.UpgradeToPython39,Upgrade to Python 3.9,"Migrate deprecated APIs for Python 3.9 compatibility. This includes PEP 585 built-in generics, removed base64 functions, and deprecated XML Element methods.",107,,,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.langchain.FindDeprecatedLangchainAgents,Find deprecated LangChain agent patterns,"Find usage of deprecated LangChain agent patterns including `initialize_agent`, `AgentExecutor`, and `LLMChain`. These were deprecated in LangChain v0.2 and removed in v1.0.",1,,LangChain 1.0,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.langchain.FindLangchainCreateReactAgent,Find `create_react_agent` usage (replace with `create_agent`),Find `from langgraph.prebuilt import create_react_agent` which should be replaced with `from langchain.agents import create_agent` in LangChain v1.0.,1,,LangChain 1.0,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.langchain.ReplaceLangchainClassicImports,Replace `langchain` legacy imports with `langchain_classic`,"Migrate legacy chain, retriever, and indexing imports from `langchain` to `langchain_classic`. These were moved in LangChain v1.0.",1,,LangChain 1.0,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.langchain.ReplaceLangchainCommunityImports,Replace `langchain` imports with `langchain_community`,Migrate third-party integration imports from `langchain` to `langchain_community`. These integrations were moved in LangChain v0.2.,1,,LangChain 0.2,Migrate,Python,,,,,
pip,openrewrite-migrate-python,,0.11.0,org.openrewrite.python.migrate.langchain.ReplaceLangchainProviderImports,Replace `langchain_community` imports with provider packages,"Migrate provider-specific imports from `langchain_community` to dedicated provider packages like `langchain_openai`, `langchain_anthropic`, etc.",1,,LangChain 0.2,Migrate,Python,,,,,
